doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,source,source_id,matched_queries,file_probe_selected,in_fixed_osf_inventory,access_status,public_file_count
10.17605/osf.io/uxs95,Implementation of AI-Powered Computer-Aided Detection for Tuberculosis Chest X-ray Screening in Low- and Middle-Income Countries: A Scoping Review Using the Consolidated Framework for Implementation Research (CFIR 2.0),"This project contains the protocol, data, and materials for a scoping review examining the implementation of AI-powered computer-aided detection (CAD) for tuberculosis chest X-ray screening in low- and middle-income countries.

While existing reviews have evaluated the diagnostic accuracy of CAD tools for TB, none has applied an implementation science framework to systematically map the real-world deployment evidence. This review uses the Consolidated Framework for Implementation Research (CFIR 2.0) to structure the extraction and analysis of evidence on barriers, facilitators, workflow integration, cost, health worker and patient perceptions, policy environments, and sustainability of CAD deployment across LMICs.

The review follows JBI scoping review methodology and PRISMA-ScR reporting guidelines. Five electronic databases (PubMed, Embase, Scopus, Global Index Medicus, CINAHL) are searched alongside systematic grey literature searches of WHO, FIND, Global Fund, Stop TB Partnership, and national TB programme reports. Implementation outcomes are classified using the Proctor et al. (2011) taxonomy.

Project contents:
- Scoping review protocol (registered)
- Search strategies for all databases
- CFIR 2.0 coding guide and data charting form
- Screening decisions and PRISMA-ScR flow diagram
- Extracted data and analysis outputs
- Manuscript drafts and supplementary materials

Principal investigator: Hayden Farquhar, MBBS MPHTM
Protocol version: 1.0 (March 2026)
License: CC-BY 4.0",Infectious Disease | Radiology | Medicine and Health Sciences | Medical Specialties | CFIR | artificial intelligence | chest x-ray screening | computer-aided detection | implementation science | low- and middle-income countries | scoping review | tuberculosis,OSF Registries,2026,Pre-registration,StudyRegistration,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/uxs95/,OSF,uxs95,"""diagnostic accuracy""",True,False,files_enumerated,1
10.17605/osf.io/v4eyg,"Artificial intelligence for detecting periapical lesions in dental imaging: a scoping review protocol (PRISMA-ScR, JBI) — Retrospective OSF registration","Project overview

Title: Artificial intelligence for detecting periapical lesions in dental imaging: a scoping review (PRISMA-ScR, JBI)
Modalities: intra-oral periapical radiographs (IOPA), panoramic radiographs (OPG), cone-beam CT (CBCT).
Purpose: Map and synthesize the evidence on AI methods for detecting periapical lesions across dental imaging modalities; summarize performance and evaluation practices; assess reporting transparency; and identify gaps that affect clinical translation.

Rationale

Research on AI for periapical pathology is growing but highly heterogeneous in tasks, datasets, reference standards, units of analysis, and metrics. This variability hinders comparison and practical adoption. A structured scoping review will organize the field and provide actionable guidance for future studies and clinical pathways.

Methods (summary)

Scoping review per PRISMA-ScR and JBI (PCC); PRISMA-S for search reporting.
Inclusion: English-language, human, primary AI studies (2010–present) that develop, fine-tune, or evaluate AI for periapical lesion tasks (classification/detection/segmentation) on IOPA/OPG/CBCT.
Process: Dual independent screening and data charting (e.g., Rayyan) with consensus/third reviewer.
Data items: modality; task; dataset/source; unit of analysis (tooth/region/patient); reference standard (e.g., expert consensus, histology, CBCT confirmation); sample sizes/splits (patient-level where applicable); external validation/multicenter; augmentation; model family; transparency (code/data).
Synthesis: Descriptive (no meta-analysis). We will report sensitivity/specificity, AUC, accuracy, F1 (and Dice/IoU for segmentation), and map reporting completeness against key CLAIM/MI-CLAIM concepts.

Timeframe &amp; six-week plan (actual timeline)

Coverage: 2010 → present.

Week 1 — 1–7 Aug 2025: Preparation (define PCC, eligibility, draft protocol outline; select databases).

Week 2 — 8–14 Aug 2025: Protocol drafting; PRISMA-S strategy drafting (v0.9); small sanity-check queries.

Week 3 — 15–21 Aug 2025: Pilot search (~100 records) + pilot screening; refine eligibility; finalize strategies (v1.0).

Week 4 — 22–28 Aug 2025: Full multi-database search and cross-database deduplication; create Rayyan project.

Week 5 — 29 Aug–4 Sep 2025: Title/abstract screening; full-text retrieval; pilot extraction (10 sources); lock data-charting template (4 Sep).

Week 6 — 5–11 Sep 2025: Full extraction (data charting) and initial descriptive synthesis; draft PRISMA-ScR flow.
Finalization &amp; registration: 12–15 Sep 2025 — verify counts; re-run update search (15 Sep 2025) for currency; register on OSF.

Expected outcomes

Narrative synthesis with evidence tables/figures by modality and task.

PRISMA-ScR flow diagram.

Comparative view of performance metrics and evaluation rigor (patient-level splits, external validation, multicenter use).

Gap analysis + a minimum-practice checklist to improve reproducibility and clinical relevance.

Practical recommendations for dataset reporting and reference standards in dental imaging AI.

Registration &amp; timeline

Retrospectively registered on OSF. Initiation: 1 Aug 2025 (protocol drafting and early preparation). OSF registration: 15 Sep 2025. Planned manuscript submission: 18 Sep 2025.

Data/materials availability

Search strategies (with exact run dates), anonymized screening logs, the data-charting template, and the PRISMA-ScR flow will be deposited on OSF; the charted dataset will be shared subject to publisher policy.

Ethics, funding, conflicts

No human/animal intervention; ethics approval not required. No specific funding; authors declare no conflicts of interest.

Keywords: periapical lesion, dental imaging, CBCT, OPG, IOPA, artificial intelligence, deep learning, scoping review, PRISMA-ScR, JBI.","Medicine and Health Sciences | Endodontics and Endodontology | Dentistry | FOS: Clinical medicine | periapical lesion, CBCT, IOPA, OPG, dental imaging, artificial intelligence, deep learning, scoping review, PRISMA-ScR, JBI",OSF Registries,2025,Pre-registration,StudyRegistration,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/v4eyg/,OSF,v4eyg,sensitivity specificity meta-analysis,True,False,files_enumerated,5
10.17605/osf.io/v5s6m,Assessing Adherence to PRISMA-DTA Guideline in Diagnostic Test Accuracy Systematic Reviews: A Five-Year Follow-up Analysis,Evaluating the completeness of reporting of recently published DTA systematic reviews (and abstracts) to PRISMA-DTA (and PRISMA-DTA for abstracts) five years following the publication of the PRISMA-DTA.,,OSF,2024,Project,Text,,,https://osf.io/v5s6m/,OSF,v5s6m,"""diagnostic accuracy"" | ""diagnostic test accuracy""",True,True,files_enumerated,1
10.17605/osf.io/v6akg,What are the most frequently reported clinical signs and symptoms in individuals diagnosed with motor neurone disease? A scoping review,"Overview
Motor Neurone Disease (MND) is a progressive and incurable neurodegenerative disorder that results in the degeneration of upper and lower motor neurons, leading to debilitating loss of muscle function, mobility, speech, and ultimately prematurely ending life. Although MND encompasses a spectrum of subtypes including amyotrophic lateral sclerosis (ALS), progressive muscular atrophy (PMA), primary lateral sclerosis (PLS), progressive bulbar palsy (PBP), and flail limb variants each presents with variable clinical signs and symptoms, leading to significant delays in diagnosis and overall condition management.
Despite existing guidelines from NICE (2016) highlighting the importance of early recognition and referral, diagnostic delays persist, averaging 12 months from initial symptom onset. Misdiagnosis is common due to the overlap of MND symptoms with those of other neuromuscular and neurological disorders. Recognising the full range of signs and symptoms associated with MND is essential to improving diagnostic accuracy, enhancing care pathways, and potentially providing earlier access to supportive treatments and clinical trials.
Purpose
The purpose of this scoping review is to systematically identify, describe, and map the range of clinical signs and symptoms reported in individuals diagnosed with MND. This includes an exploration of motor, bulbar, respiratory, cognitive, and any atypical or under-recognized symptoms documented across MND subtypes. The review aims to clarify these symptoms and consolidate the evidence with the aim of informing future clinical guidelines.
Research Objectives
1. To explore how the current literature describes the clinical signs and symptoms of MND.
2. To map which specific signs and symptoms aid healthcare professionals in recognising patients with MND.
Methodology

This review will follow the Joanna Briggs Institute methodology for scoping reviews and adhere to the PRISMA-ScR reporting guidelines. The five-stage framework by Arksey &amp; O’Malley (2005) will be employed, including identifying the research question, searching and selecting studies, charting the data, and summarising the results.
A comprehensive search using MEDLINE, APA PsycInfo, CINAHL Ultimate, Academic Search Ultimate, and SPORTDiscus, followed by hand-searching reference lists and Google Scholar will be carried out. Eligible studies included peer-reviewed literature that reported numerical data on clinical signs and symptoms in individuals with a confirmed MND diagnosis, using clinical-epidemiological or descriptive study designs.
Expected Outcomes
• A comprehensive map of signs and symptoms across MND subtypes.
• A clearer understanding of symptom prevalence.
• Identification of knowledge gaps to guide future research and inform clinical training materials.
Significance
This scoping review will support earlier and more accurate recognition of MND by consolidating evidence on its signs and symptoms. It will also contribute to refining diagnostic criteria, educating clinicians, and ensuring timely access to multidisciplinary care, supportive services, and clinical trials for people living with MND.","Medicine and Health Sciences | motor neurone disease, amyotrophic lateral sclerosis, clinical signs, symptoms",OSF,2025,Project,Text,Creative Commons Attribution Non Commercial No Derivatives 4.0 International,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,https://osf.io/v6akg/,OSF,v6akg,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/vedx8,Under-diagnosis of Dementia in Nursing Home Residents: A scoping Review,"As per the Diagnostic and Statistical Manual of Mental Disorders-5 (DSM-5), dementia is diagnosed when there is evidence of decline in activities of daily living (ADL) as well as decline in cognitive ability in one or more of the following domains: complex attention, executive ability, learning and memory, language, perceptual - motor - visual perception, praxis and social cognition (1). Progression of these deficits to the extent one’s ability to conduct activities of daily living is impaired is one of the major reasons for older individuals transition to residential aged care facilities (RACF) or nursing homes (2,3,4,5). 
Dementia is a significant public health issue in Australia and a health condition that is highly prevalent amongst residents of RACF (6,7). Under-diagnosis of dementia may affect the quality of care provided to the RACF residents, eventually impacting their health-related outcomes (8). Overarching this issue is the fact that funding allocation to RACF for the care of residents is dependent on whether the diagnosis of dementia is present or not (9). 
 It is estimated that three quarters of people living with dementia globally are living without the diagnosis made (7,8). More than 50% of residents living with dementia in RACF are said to have not been diagnosed as living with dementia (8,9,10,11). The issue of under-diagnosis likely begins before entry into the RACF given that a 2017 meta-analysis of 23 studies found that more than 63% of people living with dementia in the community had not been diagnosed with dementia (12). The same study also revealed that the true prevalence of dementia in RACF was double that reported, meaning that half of the residents were not diagnosed (12). Similar results were also reported by another study focusing on diagnosis of dementia in RACF residents (13). 
Findings from Australian studies have identified similar gaps in the diagnosis of dementia. The South Australian Longitudinal Frailty In Residential Sector over Time [FIRST] Study of RACF residents speculated that dementia might not have been diagnosed in almost half of the residents given that 75.6% of residents were identified as possibly living with dementia when using the Dementia Severity Rating Scale (DSRS), whilst a diagnosis of dementia was recorded in the medical records for only 37.1% residents (14). In another Australian study, 83% of residents scored 4 or more on the Psychogeriatric Assessment Scale (PAS-cog) suggesting the presence of dementia but only 65% had a recorded diagnosis of dementia (15). Clearly, the degree of under-diagnosis reported varies according to the method used to identify dementia (16). Methods that are used to make the diagnosis of dementia in RACF can range from a diagnosis recorded in medical records, to scales used to screen for dementia risk and all the way up to a more definitive diagnosis by clinical experts (e.g., geriatricians, neurologists or expert panels). 
It is important to be cognizant of the fact that screening tools such as the DSRS and PAS-cog only identify the risk of dementia and that too with varying performance. The DSRS for example, was able to differentiate between mild cognitive impairment and dementia with a sensitivity of 41% and specificity of 79% or a post-test probability of 74% (16). Additionally, the study design can also influence the reported prevalence for dementia with prevalence varying depending on if the prevalence was estimated at the time of admission to RACF or cross-sectionally, where the prevalence of dementia was determined for all residents at the time the study was conducted (16).
Ensuring that those living with dementia are diagnosed in a timely manner is important (15,16) as a missed diagnosis could result in the resident missing out on funding allocations (e.g., dementia supplement) that would enable the resident to receive increased care hours (17,18,19,20). A timely diagnosis also facilitates conversations regarding the medical management of residents including future care planning (21). It is no surprise therefore that timely diagnosis has been identified as an essential care requirement as per the National Health and Medical Research Council (NHMRC) guidelines (21). Timely dementia diagnosis has also been highlighted as a priority area for action in the National Framework for Action on Dementia (22).",,OSF,2022,Project,Text,,,https://osf.io/vedx8/,OSF,vedx8,sensitivity specificity meta-analysis,True,True,files_enumerated,2
10.17605/osf.io/vg3rc,Diagnostic Accuracy of Artificial Intelligence Models for Stratifying Disease Severity in Sickle Cell Disorders Using Routine Hematological Parameters: A Systematic Review and Meta-Analysis,,,OSF,2025,Project,Text,,,https://osf.io/vg3rc/,OSF,vg3rc,"""diagnostic accuracy""",True,False,files_enumerated,22
10.17605/osf.io/vjq8r,Artificial intelligence for automatic detection of diabetic retinopathy: Scoping review.,"Introduction: Diabetic retinopathy (DR) is one of the most prevalent complications of diabetes mellitus (DM) and one of the leading causes of blindness worldwide. Its high epidemiological burden emphasizes the need to improve early detection and diagnosis strategies to mitigate the onset of irreversible changes. The limitations of the current approach to DM in identifying complications such as DR in a timely manner reinforce the importance of incorporating innovative detection strategies. In this context, artificial intelligence (AI) has emerged as a promising tool, demonstrating high levels of early diagnostic accuracy to optimize the quality of health services, mainly in developing countries. 

Methodology: Through a scoping review, scientific articles, reviews, technical literature, and gray literature published between 2019 and 2025 will be analyzed, covering the available evidence on artificial intelligence modalities in the automatic detection of diabetic retinopathy in adults worldwide. The PubMed, Scopus, Web of Science, and BIREME databases will be included, using MeSH and DeCS descriptors. 

Expected results: We expect to provide a comprehensive overview of the main types of artificial intelligence used for the automatic detection of diabetic retinopathy in adults worldwide, identifying benefits, limitations, and future opportunities. The findings will generate useful evidence for healthcare professionals and service planners, facilitating the design of strategies and interventions aimed at contributing scientific knowledge in this area, opening up horizons for improvement in healthcare.",Medicine and Health Sciences,OSF,2025,Project,Text,,,https://osf.io/vjq8r/,OSF,vjq8r,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/vjz63,Quantitative Hyperattenuation Markers on Non-Contrast CT for Cerebral Venous Sinus Thrombosis: Dataset and Analysis Code,"This OSF project provides the dataset and analysis code accompanying a critical review of quantitative non-contrast CT (NCCT) hyperattenuation markers for the diagnosis of cerebral venous sinus thrombosis (CVST). The associated manuscript synthesizes data from 14 primary studies reporting NCCT-based diagnostic accuracy for CVST and performs an exploratory bivariate random-effects quantitative reanalysis comparing visual signs, absolute Hounsfield unit thresholds, hematocrit-normalized indices, and vascular- or parenchymal-normalized markers.

This project does not constitute a pre-registered study. The corpus assembly, data extraction, and analyses were completed prior to OSF deposit. Materials are shared here to support transparency and reproducibility of the published reanalysis. The deposit date reflects post-analysis sharing rather than prospective registration.

Repository contents:
- cvst_pilot_data_v2_1.csv — structured dataset (41 study x index test x cutoff rows from 14 studies)
- cvst_pilot_README_v2_1.md — data dictionary and caveat documentation
- cvst_analysis.py — Python implementation of bivariate random-effects framework, sensitivity analyses
- cvst_figures.py — figure generation scripts
- Per-study summary CSVs and pooled estimate tables

Citation: Yoo HD. Quantitative Hyperattenuation Markers on Non-Contrast CT for Cerebral Venous Sinus Thrombosis: Diagnostic Evidence, Threshold Heterogeneity, and Methodological Pitfalls. [Journal name and details to be added upon acceptance].",CVST | Hounsfield unit | NCCT | hyperdense sinus sign | non-contrast CT,OSF,2026,Project,Text,Creative Commons Zero v1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://osf.io/vjz63/,OSF,vjz63,"""diagnostic accuracy""",True,False,files_enumerated,9
10.17605/osf.io/vk3b6,Supplementary Materials - Diagnostic Accuracy of Imaging Modalities in the Assessment of Pseudarthrosis after Spinal Fusion: A Systematic Review and Meta-analysis,"This database houses supplementary materials for the original manuscript titled, ""Diagnostic Accuracy of Imaging Modalities in the Assessment of Pseudarthrosis after Spinal Fusion: A Systematic Review and Meta-analysis"". This manuscript was submitted to the Spine Journal in July 2026 for consideration of publication.","Translational Medical Research | Orthopedics | Medicine and Health Sciences | Analytical, Diagnostic and Therapeutic Techniques and Equipment | Medical Specialties | Engineering | Biomedical Engineering and Bioengineering",OSF,2026,Project,Dataset,,,https://osf.io/vk3b6/,OSF,vk3b6,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/vwmh6,ENSURE-AI: Independent Evaluation of AI tools for Prostate Cancer in Pathology,"Background
Increasing uptake of digital pathology has opened the door for the introduction of novel AI-based tools to support the diagnostic workflow.(1,2) These technologies have the potential to streamline workflow efficiency, alleviate workload pressures, reduce costs, enhance diagnostic accuracy, and improve patient outcomes.(3-5) One necessary step in proving clinical benefit is to demonstrate high levels of accuracy and generalisability for each tool. 
 
At present, there are at least 26 AI-based tools for analysing Haematoxylin and Eosin (H&amp;E) digital pathology images that have received regulatory approval as medical devices to be placed on the UK market.(6) However, there is limited information available on the performance of devices approved for clinical use, and the quality of evaluation studies used to test their performance is variable.(6) Additionally, whilst a product may perform well on some data sources, this may change when utilised on different data in a different setting.(7) Evaluation on UK NHS data is important prior to widespread deployment of such tools. 
 
One of the most mature areas of the commercial market for AI-based products in digital pathology is in the prostate cancer field. There are currently multiple products with regulatory approval for placement on the EEA/GB market that interpret H&amp;E images of prostate core needle biopsies and predict cancer location and Gleason grade. 

Study aims
1. To develop a framework and recommendations for performing retrospective evaluations using hidden datasets for AI products for diagnostic tasks in digital pathology 
2. To develop the technical infrastructure and processes for performing evaluations of multiple AI products within NPIC 
3. To engage with industry to perform balanced assessments of AI products and ensure their participation, whilst maintaining independence in the evaluations. 
4. To design an output report to describe evaluations and results for individual products 

Study summary
Obtaining the full benefit of AI for patients, whilst ensuring safe adoption into busy clinical laboratories is of great importance in pathology. There are many challenges to be faced by healthcare providers when deciding whether to purchase products with existing regulatory approvals and to introduce these to the clinical workflow. 
 
At the time of writing, the authors are not aware of a standardised accepted framework for the evaluation of AI for adoption into a clinical pathology laboratory. External validation studies of such AI products so far are variable in terms of their approach, whether they include UK NHS data and are often not conducted in a way that is independent from the vendor.(6) 
 
This is an evaluation study of prostate cancer AI products on a multicentre retrospective dataset of prostate biopsies. This project aims to evaluate the performance of multiple AI products with existing regulatory approval for prostate cancer diagnosis in pathology. A further aim is to develop an evaluation framework that could be replicable in other disease areas and within different laboratories. 
 
This work is broken down into six workpackages to perform the project set up, data curation, evaluation across multiple centres and a usability assessment. The final assessment will be summarised and made publicly available, along with details of the evaluation framework that is developed.

Lay summary
To diagnose cancer, samples of tissue are often taken from patients. This tissue is processed in a laboratory to fit on a glass slide. New digital scanning technology means that glass slides can now be ""digitised"" to become an electronic image. A pathologist can then view the tissue as a detailed image on a computer screen, instead of using a microscope. Increasing availability of these digital images of tissue has created more opportunities to develop and use artificial intelligence (AI) to help with a diagnosis, because AI tools can analyse these images automatically. 
 
In the UK, 97% of pathology laboratories do not have enough staff to meet the demand for quick and accurate diagnoses.(8) AI could help by providing key information in a diagnosis. It could also automate tasks to assist a pathologist when examining a case. The potential of AI to improve cancer diagnosis is very exciting. However, before use in routine patient care, this technology must be tested and evaluated to ensure it is safe, accurate and useful. 
 
This project aims to evaluate the performance and usefulness of existing prostate cancer AI products with regulatory approval and to develop a framework for evaluating AI products in pathology in general. 

Study location
This is a hospital-based study coordinated by the National Pathology Imaging Co-operative (NPIC) at Leeds Teaching Hospitals NHS Trust, in collaboration with other hospitals within the NPIC network. www.npic.ac.uk 

References
(1) Griffin J, Treanor D. Digital pathology in clinical use: where are we now and what is holding us back?. Histopathology. 2017 Jan;70(1):134-45.
(2) Colling R, Pitman H, Oien K et al. Artificial intelligence in digital pathology: a roadmap to routine use in clinical practice. The Journal of pathology. 2019 Oct;249(2):143-50.
(3) Acs B, Hartman J. Next generation pathology: artificial intelligence enhances histopathology practice. The Journal of Pathology. 2020 Jan;250(1):7-8.
(4) Niazi MK, Parwani AV, Gurcan MN. Digital pathology and artificial intelligence. The lancet oncology. 2019 May 1;20(5):e253-61. 
(5) Litjens G, Sánchez CI, Timofeeva N et al. Deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis. Scientific reports. 2016 May 23;6(1):26286.
(6) Matthews GA, McGenity C, Bansal D et al. Public evidence on AI products for digital pathology. medRxiv. 2024:2024-02. [Preprint]
(7) Stacke K, Eilertsen G, Unger J et al. Measuring domain shift for deep learning in histopathology. IEEE journal of biomedical and health informatics. 2020 Oct 21;25(2):325-36.
(8) The Royal College of Pathologists. Meeting pathology demand - Histopathology workforce census 2017/2018. (The Royal College of Pathologists, London, 2018).","Health Information Technology | Medical Sciences | Physical Sciences and Mathematics | Male Urogenital Diseases | Medical Pathology | Diseases | Diagnosis | Medicine and Health Sciences | Analytical, Diagnostic and Therapeutic Techniques and Equipment | Medical Specialties | Computer Sciences | Pathology | Artificial Intelligence and Robotics | Reproductive and Urinary Physiology | AI evaluation | Digital pathology | Histopathology | NHS | Regulation | Surgical pathology | Technology evaluation | Whole slide image | Whole slide imaging",OSF Registries,2024,Pre-registration,StudyRegistration,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/vwmh6/,OSF,vwmh6,"""diagnostic accuracy""",True,True,files_enumerated,1
10.17605/osf.io/w537b,Thoracoscopy versus closed pleural biopsy with Cope needle in undiagnosed exudative pleural effusions: systematic review,"This systematic review aims to compare thoracoscopy with closed pleural biopsy using a Cope needle in adults with undiagnosed exudative pleural effusions following thoracentesis and initial pleural fluid analysis. Pleural effusion is a common clinical condition associated with diverse pulmonary and systemic diseases, and accurate etiological diagnosis is essential for appropriate management and prognosis. When initial investigations are inconclusive, pleural biopsy becomes a critical diagnostic step. Closed pleural biopsy with a Cope needle remains widely used, particularly in resource-limited settings, due to its low cost and accessibility, although its diagnostic yield is variable. In contrast, medical thoracoscopy (pleuroscopy) enables direct visualization and targeted biopsies, offering higher diagnostic accuracy, especially for malignant pleural disease, albeit with greater infrastructure requirements. This review will systematically evaluate and synthesize available evidence on the overall diagnostic yield and safety profile of these procedures. Secondary outcomes will include diagnostic yield by etiology (malignancy and tuberculosis), complication rates, need for additional diagnostic procedures, and length of hospital stay. The study will follow PRISMA 2020 guidelines, assess methodological quality using validated tools, and evaluate the certainty of evidence using the GRADE approach. By providing a comprehensive and methodologically rigorous comparison, this review aims to inform clinical decision-making and optimize diagnostic strategies, particularly in diverse healthcare settings, including low- and middle-income countries.","Infectious Disease | Medical Sciences | Other Public Health | Surgical Procedures, Operative | Pulmonology | Equipment and Supplies | Respiratory Tract Diseases | Medical Pathology | Investigative Techniques | Diseases | Diagnosis | Public Health | Medicine and Health Sciences | Analytical, Diagnostic and Therapeutic Techniques and Equipment | Epidemiology | Medical Specialties | Other Medical Specialties | Other Analytical, Diagnostic and Therapeutic Techniques and Equipment | Oncology | Health Services Research | Surgery | Cope needle | closed pleural biopsy | meta-analysis | outcomes | pleural effusion | pleuroscopy | systematic review | thoracic surgery | thoracoscopy",OSF Registries,2026,Pre-registration,Project,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/w537b/,OSF,w537b,"""diagnostic accuracy""",True,False,files_relationship_missing,
10.17605/osf.io/w6rsp,A Scoping Review of Applications of Machine Learning for the Diagnosis and Classification of Multiple Myeloma,"This review systematically maps how machine learning (ML) has been applied to improve the diagnosis of multiple myeloma through serum protein electrophoresis (SPE) and immunofixation electrophoresis (IFE), two tests that remain central but heavily dependent on expert interpretation. By reviewing ML applications ranging from early neural-network models to modern deep learning systems, the study captures the full landscape of automated M-protein detection, band classification, and electrophoretic pattern recognition. Through rigorous scoping review methodology, it synthesizes evidence from diverse datasets, model architectures, diagnostic objectives, and performance outcomes, offering the first comprehensive overview of this rapidly evolving field.

Early and accurate detection of multiple myeloma is often limited by human interpretation, variable expertise, and resource constraints, particularly in settings with uneven access to trained laboratory personnel. ML models consistently demonstrate high diagnostic accuracy—sometimes surpassing expert readers—yet their clinical readiness, generalizability, and integration remain unclear without a consolidated evidence base. Understanding where these models excel, where they fail, and what methodological gaps persist is essential for guiding responsible adoption of AI in diagnostic laboratories. This review is therefore crucial for identifying strengths, limitations, and unrealized opportunities such as explainable AI, multi-centre validation, workflow integration, and multimodal diagnostic approaches.

The review establishes that ML has strong potential to enhance or even automate components of electrophoresis-based myeloma diagnostics, but real-world impact depends on addressing key gaps in generalizability, transparency, and clinical deployment. It delivers an evidence map, highlights methodological weaknesses, and outlines a clear research roadmap to support future development of trustworthy, scalable AI tools. Ultimately, this project provides essential groundwork for improving diagnostic equity and accelerating early detection of multiple myeloma, especially in resource-limited healthcare systems, while informing laboratories, clinicians, and policymakers considering AI adoption",Cell and Developmental Biology | Medicine and Health Sciences | Life Sciences | Education | Cancer Biology | Multiple Myeloma Machine Learning Artificial Intelligence Deep Learning Serum Protein Electrophoresis Immunofixation Electrophoresis M-protein Detection Diagnostic Automation Convolutional Neural Networks Explainable AI Scoping Review,OSF Registries,2025,Pre-registration,StudyRegistration,No license,,https://osf.io/w6rsp/,OSF,w6rsp,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/w7f3x,Beyond a Single Score: Latent Profiles of ADHD-Related Functional Impairment and Cross-Cultural Diagnostic Accuracy of the WFIRS-P,,Medicine and Health Sciences,OSF,2026,Project,Text,,,https://osf.io/w7f3x/,OSF,w7f3x,"""diagnostic accuracy""",True,False,files_enumerated,1
10.17605/osf.io/w924u,Blood and Serum miRNAs as Novel Biomarkers for the Early Detection of Gestational Diabetes Mellitus: A Systematic Review and Meta-Analysis,A systematic review to assess the utility of circulating microRNAs in diagnosing gestational diabetes mellitus,diagnostic test accuracy | gestational diabetes | meta-analysis | microRNA | systematic review,OSF,2021,Project,Text,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/w924u/,OSF,w924u,"""diagnostic accuracy"" | ""diagnostic test accuracy""",True,True,files_enumerated,2
