source,review_id,audit_review_title,group_id,audit_test_name,audit_source_url,recorded_study_rows,recorded_aggregate_tp,recorded_aggregate_fp,recorded_aggregate_fn,recorded_aggregate_tn,recorded_aggregate_sensitivity,recorded_aggregate_specificity,recorded_aggregate_youden_j,recorded_adjudication,recorded_parser_error_found,review_title,test_name,study_id,tp,fp,fn,tn,source_status,source_row,source_version,group_source_file,group_source_sheet,group_source_url,group_source_sha256,analysis_scope,eligibility,primary_atlas,selection_status,corpus_source_file,corpus_source_sha256,aggregate_tp,aggregate_fp,aggregate_fn,aggregate_tn,aggregate_sensitivity,aggregate_specificity,aggregate_youden_j,aggregate_direction,source_defined_direction,source_value_status,parser_transformation,error_status,target_label_where_recorded,target_label_status,final_decision,effective_source_file,effective_source_sha256,effective_source_url,source_identity_level
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Li,299,2678,546,328,ok,4.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Qiu,146,329,75,18,ok,5.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Wu,1621,120,21,64,ok,6.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Ozer1,117,463,52,102,ok,7.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Ozer2,132,1319,205,539,ok,8.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Zhao1,223,99,38,4,ok,9.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Zhao2,411,640,328,68,ok,10.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Xiong,212,351,126,19,ok,11.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Cai,658,298,37,90,ok,12.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,İstanbullu K [ 25 ],1,92,5,2,ok,2.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,EL-Amir [ 26 ],51,11,13,0,ok,3.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,Yu R [ 12 ],31,4,0,25,ok,4.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,Punia H [ 27 ],66,31,0,3,ok,5.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,Midan DA [ 28 ],28,8,0,4,ok,6.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,Rohit A [ 29 ],28,36,6,27,ok,7.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
PMC Open Access,PMC:PMC8140837,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,pmc open access:PMC8140837:tab1:table-1-the-important-features-of-the-19-articles-included-in-this-meta-analysis:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,19,478,3987,75,200,0.864376130198915,0.0477668975400047,-0.0878569722610802,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,The Accuracy of 16S rRNA Polymerase Chain Reaction for the Diagnosis of Neonatal Sepsis: A Meta-Analysis,Overall structured 2 x 2 data,El Gawhary S [ 30 ],10,40,6,6,ok,8.0,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,PMC8140837.xml,Table 1 The important features of the 19 articles included in this meta-analysis.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,external_main,below_chance_orientation,False,canonical,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,478,3987,75,200,0.864376130198915,0.04776689754000478,-0.08785697226108025,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC8140837.xml,38f8d806bc85f77ce3a6baee445be06fcce26b9951002e0e94185a440d9452ee,https://pmc.ncbi.nlm.nih.gov/articles/PMC8140837/,group
