source,source_version,review_id,review_title,group_id,group_number,test_name,analysis_scope,study_rows,unique_studies,paired_studies,eligibility,primary_atlas,published_studies,published_sensitivity,published_sensitivity_low,published_sensitivity_high,published_specificity,published_specificity_low,published_specificity_high,model_status,source_file,source_sheet,source_url,source_sha256,source_license,source_license_url,selection_status,duplicate_of_group_id,sensitivity,specificity,model,sensitivity_difference,specificity_difference,absolute_sensitivity_difference,absolute_specificity_difference,large_discrepancy,threshold_metadata_status,study_count_metadata_status,estimator_comparison_status,explanation_from_available_metadata
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:8,8,US for detection of full thickness tears,reported_main,10,10,10,eligible,True,10.0,0.92,0.82,0.96,0.93,0.81,0.97,converged,,,,,,,,,0.8721266176995836,0.8650018328742761,continuity-corrected bivariate REML,-0.04787338230041649,-0.06499816712572393,0.04787338230041649,0.06499816712572393,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:9,9,US for detection of any rotator cuff tears,reported_main,13,13,13,eligible,True,13.0,0.91,0.83,0.95,0.85,0.74,0.92,converged,,,,,,,,,0.8862525549894692,0.7930377495653232,continuity-corrected bivariate REML,-0.023747445010530832,-0.05696225043467673,0.023747445010530832,0.05696225043467673,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008054,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,legacy:CD008054:12,12,Triage of LSIL with HC2; CIN2+ (studies with both tests),reported_main,6,6,6,eligible,True,6.0,0.962,0.914,0.983,0.277,0.209,0.357,converged,,,,,,,,,0.940001184931518,0.2833898808539252,continuity-corrected bivariate REML,-0.021998815068482003,0.006389880853925167,0.021998815068482003,0.006389880853925167,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008054,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,legacy:CD008054:15,15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,reported_main,6,6,6,eligible,True,6.0,0.771,0.595,0.885,0.512,0.345,0.676,converged,,,,,,,,,0.7482542687165856,0.5110184633950918,continuity-corrected bivariate REML,-0.022745731283414394,-0.0009815366049081842,0.022745731283414394,0.0009815366049081842,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD014911-dataPackage.zip,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:1,1,Artificial intelligence (all studies),main,63,63,63,eligible,True,64.0,0.9689104366584924,,,0.9741209068037529,,,converged,,,,,,,,,0.9501287426659856,0.960639980745142,continuity-corrected bivariate REML,-0.018781693992506843,-0.013480926058610843,0.018781693992506843,0.013480926058610843,False,no separate threshold field available,source-reported study count differs from canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD014911-dataPackage.zip,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:2,2,Artificial intelligence (manifest keratoconus),main,54,54,54,eligible,True,54.0,0.9856704749880936,,,0.9829163138284236,,,converged,,,,,,,,,0.9693207038082612,0.9716227951309082,continuity-corrected bivariate REML,-0.016349771179832384,-0.011293518697515381,0.016349771179832384,0.011293518697515381,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD014911-dataPackage.zip,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:3,3,Artificial intelligence (subclinical keratoconus),main,28,28,28,eligible,True,28.0,0.9003033781399163,,,0.9545358023460424,,,converged,,,,,,,,,0.8565707140242227,0.9367308508485594,continuity-corrected bivariate REML,-0.043732664115693654,-0.017804951497482957,0.043732664115693654,0.017804951497482957,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD014911-dataPackage.zip,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:4,4,Artificial intelligence (mixed),main,11,11,11,eligible,True,11.0,0.9620647136094904,,,0.9796955144668384,,,converged,,,,,,,,,0.9552951580193632,0.969866695714142,continuity-corrected bivariate REML,-0.006769555590127263,-0.009828818752696478,0.006769555590127263,0.009828818752696478,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD015089-dataPackage.zip,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:1,1,Clinical HINTS,main,12,12,11,eligible,True,18.0,0.9402056245303142,,,0.8693832966285078,,,converged,,,,,,,,,0.8991013391851185,0.8455720485173666,continuity-corrected bivariate REML,-0.041104285345195724,-0.023811248111141214,0.041104285345195724,0.023811248111141214,False,no separate threshold field available,source-reported study count differs from canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD015089-dataPackage.zip,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:3,3,Clinical HINTS Plus,main,5,5,5,eligible,True,5.0,0.9534387262134494,,,0.728959891459884,,,converged,,,,,,,,,0.9206801978209748,0.7104997863464472,continuity-corrected bivariate REML,-0.03275852839247462,-0.018460105113436875,0.03275852839247462,0.018460105113436875,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD015089-dataPackage.zip,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:5,5,HINTS - subcomponent head impulse,main,9,9,9,eligible,True,9.0,0.6882098627460091,,,0.9248492044706644,,,converged,,,,,,,,,0.65422343553717,0.8840774789545278,continuity-corrected bivariate REML,-0.033986427208839154,-0.040771725516136614,0.033986427208839154,0.040771725516136614,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD015089-dataPackage.zip,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:7,7,HINTS - subcomponent nystagmus,main,9,9,9,eligible,True,9.0,0.5678217180576537,,,0.9884448771330132,,,converged,,,,,,,,,0.560737803321923,0.9711530345652726,continuity-corrected bivariate REML,-0.0070839147357306675,-0.017291842567740634,0.0070839147357306675,0.017291842567740634,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Modern Cochrane data package,CD015089-dataPackage.zip,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:8,8,HINTS - subcomponent test of skew,main,10,10,10,eligible,True,10.0,0.1500339252208792,,,0.9870630198663698,,,converged,,,,,,,,,0.1935737406082456,0.9729359352207364,continuity-corrected bivariate REML,0.0435398153873664,-0.014127084645633392,0.0435398153873664,0.014127084645633392,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
