operating_point_id,source,source_route,review_id,review_title,group_id,test_name,target_label_where_recorded,threshold_where_recorded,study_count,raw_normalized_rows,analysis_rows,zero_cell_study_fraction,orientation,eligibility,primary_atlas,selection_status,estimator_v039,sensitivity_v039,specificity_v039,estimator_v040,sensitivity_v040_v041,specificity_v040_v041,information_bits_5_v040_v041,information_bits_20_v040_v041,information_bits_50_v040_v041,fraction_entropy_removed_5_v040_v041,fraction_entropy_removed_20_v040_v041,fraction_entropy_removed_50_v040_v041,estimator_v041,estimator_v042,inclusion_status_v039,inclusion_status_v040,inclusion_status_v041,inclusion_status_v042,status_change_reason_v042,target_label_status,threshold_status,zero_cell_burden_definition,value_change_reason_v039,value_change_reason_v040,value_change_reason_v041,transition_reason_v039_to_v040,transition_reason_v040_to_v041,primary_status_v039,primary_status_v040,primary_status_v041,information_bits_5_v042,information_bits_20_v042,information_bits_50_v042,fraction_entropy_removed_5_v042,fraction_entropy_removed_20_v042,fraction_entropy_removed_50_v042,sensitivity_v042,specificity_v042,information_bits_5_v039,information_bits_20_v039,information_bits_50_v039,fraction_entropy_removed_5_v039,fraction_entropy_removed_20_v039,fraction_entropy_removed_50_v039,value_change_reason_v042,transition_reason_v041_to_v042,primary_status_v042,analysis_status_v042
PMC Open Access|PMC:PMC8446503|pmc open access:PMC8446503:t1-usg-20191:table-1-characteristics-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8446503,Elastography for the differential diagnosis of malignant versus benign testicular lesions: a meta-analysis,pmc open access:PMC8446503:t1-usg-20191:table-1-characteristics-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,7,7,7,0.1428571428571428,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8480649780845999,0.7808407920041868,regularized direct-binomial local Gaussian approximation,0.8745073427435723,0.805622874915987,0.0726492291380906,0.2371070762966088,0.3677568087570563,0.2536662046610937,0.3284358622081373,0.3677568087570563,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0608039365334591,0.1996322715740721,0.3100922574296808,0.212306503343333,0.2765265308108274,0.3100922574296808,0.8480649676123934,0.7808407841328288,0.0608039405497518,0.1996322844240433,0.3100922773806594,0.2123065173668502,0.2765265486103441,0.3100922773806594,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8505115|pmc open access:PMC8505115:tab1:table-1-characteristics-of-the-six-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8505115,Diagnostic Accuracy of Procalcitonin for Bacterial Infection in Liver Failure: A Meta-Analysis,pmc open access:PMC8505115:tab1:table-1-characteristics-of-the-six-included-studies:1:overall,Overall structured 2 x 2 data,,,6,6,6,0.1666666666666666,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7496487699506602,0.7799595653790595,regularized direct-binomial local Gaussian approximation,0.7499480179011054,0.8153998397546882,0.0508648265498068,0.1641017787879594,0.2457449888661043,0.17760253831612,0.227310420456158,0.2457449888661043,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0428961113811103,0.1401876340468181,0.213299328717193,0.1497785165494708,0.1941850373182813,0.213299328717193,0.7496487678773496,0.7799595635321491,0.0428961120873085,0.1401876362863258,0.2132993320532441,0.1497785190152728,0.1941850404204014,0.2132993320532441,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8533041|pmc open access:PMC8533041:T2:table-2-summary-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8533041,Diagnostic Accuracy of Ultrasonography for the Assessment of Maxillofacial Fractures: A Meta-analysis,pmc open access:PMC8533041:T2:table-2-summary-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,22,22,22,0.6818181818181818,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9048978044841016,0.9224102791768686,regularized direct-binomial local Gaussian approximation,0.9392569298518436,0.9559638685475188,0.167776212537998,0.4893125605110149,0.7015144864173186,0.5858170220365466,0.6777857295986784,0.7015144864173186,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.129738639657586,0.394519582124009,0.5763266829173394,0.4530028564690982,0.5464804388663712,0.5763266829173394,0.9048976937230326,0.9224102665996274,0.1297386818125398,0.3945197098740184,0.576326887855857,0.4530030036597466,0.5464806158230657,0.576326887855857,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8542302|pmc open access:PMC8542302:Tab2:table-2-main-characteristics-of-studies-included-in-the-meta-analysis:1:overall,PMC Open Access,PMC,PMC:PMC8542302,Serum CA-125 for the diagnosis of pulmonary tuberculosis: a systematic review and meta-analysis,pmc open access:PMC8542302:Tab2:table-2-main-characteristics-of-studies-included-in-the-meta-analysis:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.1875,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8252150860079195,0.8137178100937891,regularized direct-binomial local Gaussian approximation,0.8525389575107323,0.8457045345218479,0.0801286297121052,0.2565426332361145,0.3877487159494198,0.2797817075956671,0.3553575973188038,0.3877487159494198,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0645459436883982,0.2092043846182549,0.318822931629464,0.2253723096026641,0.2897856256043002,0.318822931629464,0.8252150945279847,0.8137178005121032,0.0645459445548302,0.2092043865480251,0.3188229325810205,0.2253723126279477,0.2897856282773784,0.3188229325810205,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8583375|pmc open access:PMC8583375:ijerph-18-11451-t002:table-2-statistical-data-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8583375,Diagnostic Accuracy of SARS-CoV-2 Antigen Tests for Community Transmission Screening: A Systematic Review and Meta-Analysis,pmc open access:PMC8583375:ijerph-18-11451-t002:table-2-statistical-data-of-included-studies:1:overall,Overall structured 2 x 2 data,,,18,18,18,0.2777777777777778,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7964296042074696,0.996392901982954,regularized direct-binomial local Gaussian approximation,0.7499241576444133,0.9984704483584728,0.1808971631832492,0.4369709283289827,0.5406338357654248,0.6316308839482805,0.605283173523203,0.5406338357654248,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1877986807647821,0.4661044087564564,0.589222536669686,0.6557286175660947,0.6456382734753932,0.589222536669686,0.7964296185193815,0.9963929018264288,0.1877986767012075,0.4661043970607053,0.5892225189903677,0.6557286033774854,0.6456382572746784,0.5892225189903677,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8600897|pmc open access:PMC8600897:Tab1:table-1-compiled-eligible-studies-included-in-the-meta-analysis-of-rk39-in-ethio:1:overall,PMC Open Access,PMC,PMC:PMC8600897,Performance of rapid rk39 tests for the diagnosis of visceral leishmaniasis in Ethiopia: a systematic review and meta-analysis,pmc open access:PMC8600897:Tab1:table-1-compiled-eligible-studies-included-in-the-meta-analysis-of-rk39-in-ethio:1:overall,Overall structured 2 x 2 data,,,18,18,18,0.3888888888888889,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8737199490017304,0.8617224286606264,regularized direct-binomial local Gaussian approximation,0.8986178584729698,0.9188144442823128,0.1253251395540661,0.3820423482541362,0.5584642882836577,0.437592427014944,0.5291972302501176,0.5584642882836577,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.091045034918771,0.2894622765204937,0.4364675095978396,0.3178980525338081,0.4009572124570891,0.4364675095978396,0.8737199497232532,0.8617224288068038,0.0910450346814333,0.2894622757728801,0.4364675084081491,0.3178980517051062,0.4009572114215101,0.4364675084081491,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8620381|pmc open access:PMC8620381:diagnostics-11-02028-t001:table-1-the-detail-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8620381,The Current Diagnostic Accuracy on Free Peritoneal Fluid in Computed Tomography to Determinate the Necessity of Surgery in Blunt Bowel and Mesenteric Trauma—Systemic Review and Meta-Analysis,pmc open access:PMC8620381:diagnostics-11-02028-t001:table-1-the-detail-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,14,14,14,0.0714285714285714,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7502176017920009,0.7195592911688881,regularized direct-binomial local Gaussian approximation,0.8038822397478611,0.706786668363879,0.0380132943940777,0.1266806973172136,0.1989940122879826,0.1327293934156114,0.1754755054060873,0.1989940122879826,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0322467103751948,0.1069607135523841,0.165830037867407,0.1125944587537596,0.1481597880867519,0.165830037867407,0.7502175866299597,0.7195592982690181,0.0322467113786658,0.1069607170953016,0.1658300440847376,0.1125944622575364,0.1481597929943286,0.1658300440847376,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8627055|pmc open access:PMC8627055:Tab1:table-1-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8627055,The diagnostic value of D-dimer in acute aortic dissection: a meta-analysis,pmc open access:PMC8627055:Tab1:table-1-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.3125,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.3668853905965651,0.918987287318052,regularized direct-binomial local Gaussian approximation,0.4070591839614877,0.9624155404129996,0.0430762519663875,0.1239633172628039,0.1607314685760085,0.1504075057227192,0.1717114462516452,0.1607314685760085,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0210747978357512,0.0652314990712449,0.0903190547607646,0.0735859697951278,0.0903573354925639,0.0903190547607646,0.3668853902169878,0.9189873135310505,0.0210747914815437,0.0652314811129389,0.0903190325284862,0.0735859476084131,0.0903573106170866,0.0903190325284862,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8660806|pmc open access:PMC8660806:Tab1:table-1-major-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8660806,Volatile organic compounds as a potential screening tool for neoplasm of the digestive system: a meta-analysis,pmc open access:PMC8660806:Tab1:table-1-major-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,39,39,39,0.2307692307692307,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8334985689670271,0.8335266785882854,regularized direct-binomial local Gaussian approximation,0.8742803789780351,0.8614578762931862,0.0909872707462538,0.2890890144939083,0.4362022056140394,0.3176963598444065,0.4004401775484481,0.4362022056140394,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0720005645363477,0.2315558136328692,0.3503940473264416,0.251401290228081,0.3207463669480786,0.3503940473264416,0.8334985689432219,0.833526680331912,0.0720005640075323,0.2315558121143753,0.3503940453281313,0.2514012883816386,0.3207463648446919,0.3503940453281313,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8704996|pmc open access:PMC8704996:T1:table-1-characteristics-of-included-studies-in-the-meta-analysis:1:overall,PMC Open Access,PMC,PMC:PMC8704996,Accuracy of CT texture analysis for differentiating low-grade and high-grade renal cell carcinoma: systematic review and meta-analysis,pmc open access:PMC8704996:T1:table-1-characteristics-of-included-studies-in-the-meta-analysis:1:overall,Overall structured 2 x 2 data,,,11,11,11,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7836254342117409,0.8303269501939823,regularized direct-binomial local Gaussian approximation,0.7820289610594431,0.8420242895047008,0.0639219717345298,0.2040896068486707,0.3040693986721648,0.2231936134316161,0.2827007402731895,0.3040693986721648,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.060885718864473,0.1956188635796264,0.2932019589525325,0.2125920592090006,0.2709672403179537,0.2932019589525325,0.7836254501275872,0.830326949120679,0.0608857160980925,0.1956188544852491,0.2932019442615191,0.2125920495497485,0.2709672277206087,0.2932019442615191,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8708608|pmc open access:PMC8708608:jpm-11-01269-t002:table-2-summary-data-of-the-included-studies-with-detailed-data-on-the-accuracy-:1:overall,PMC Open Access,PMC,PMC:PMC8708608,Diagnostic Accuracy of Computed Tomography for the Prediction of the Need for Laparotomy for Traumatic Hollow Viscus Injury: Systematic Review and Meta-Analysis,pmc open access:PMC8708608:jpm-11-01269-t002:table-2-summary-data-of-the-included-studies-with-detailed-data-on-the-accuracy-:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.0625,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.6387529785360316,0.9615185802327147,regularized direct-binomial local Gaussian approximation,0.5684440348721302,0.9619228175865912,0.0740396716599127,0.2099405493289473,0.2742387455679409,0.2585211533163585,0.2908053458727119,0.2742387455679409,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0895749241512201,0.2538237745356055,0.3339897366429449,0.3127649296740016,0.3515914899740922,0.3339897366429449,0.6387529785360316,0.9615185802327147,0.0895749241512202,0.2538237745356059,0.3339897366429452,0.312764929674002,0.3515914899740927,0.3339897366429452,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8739654|pmc open access:PMC8739654:Tab2:table-2-data-extracted-for-the-construction-of-2-2-table:1:overall,PMC Open Access,PMC,PMC:PMC8739654,Diagnostic accuracy of calprotectin in periprosthetic joint infection: a diagnostic meta-analysis,pmc open access:PMC8739654:Tab2:table-2-data-extracted-for-the-construction-of-2-2-table:1:overall,Overall structured 2 x 2 data,,,7,7,7,0.1428571428571428,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9137850318373948,0.914985950032997,regularized direct-binomial local Gaussian approximation,0.935984685510603,0.9263646993353896,0.141376840133687,0.4302565704636126,0.6351203753111777,0.4936394630633121,0.595982582629289,0.6351203753111777,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1278187001114346,0.3920681515821486,0.5783425998957625,0.4462990857115966,0.5430847675256639,0.5783425998957625,0.9137850442857246,0.9149859388947378,0.127818703024854,0.3920681556463989,0.5783425977472035,0.4462990958842584,0.5430847731553802,0.5783425977472035,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8764176|pmc open access:PMC8764176:T1:table-1-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC8764176,The Diagnostic Accuracy of One-Step Nucleic Acid Amplification for Lymph Node Metastases of Papillary Thyroid Carcinoma： A Systematic Review and Meta-Analysis,pmc open access:PMC8764176:T1:table-1-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,6,6,6,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8657088022759378,0.8884519204578194,regularized direct-binomial local Gaussian approximation,0.8858991934562754,0.8970451475549002,0.1087392248790003,0.3384653702476748,0.5013890246465651,0.3796800984689725,0.4688352934934376,0.5013890246465651,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.100181621943373,0.3128445971429267,0.4627977048075492,0.3497998824855237,0.4333459237262926,0.4627977048075492,0.8657088020978181,0.8884519206054401,0.1001816219219866,0.312844597114396,0.4627977048367173,0.3497998824108496,0.4333459236867725,0.4627977048367173,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC8765637|pmc open access:PMC8765637:pone.0261521.t001:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,PMC Open Access,PMC,PMC:PMC8765637,The value of TI-RADS combined with superb micro-vascular imagine in distinguishing benign and malignant thyroid nodules: A meta-analysis,pmc open access:PMC8765637:pone.0261521.t001:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,Overall structured 2 x 2 data,,,6,6,6,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7919952297386192,0.812931568698307,regularized direct-binomial local Gaussian approximation,0.8233581687190537,0.8297127192087448,0.0678874216772863,0.2192746792818884,0.3315599269864314,0.2370396053118684,0.30373479136603,0.3315599269864314,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0578178910803044,0.1871450635663193,0.2832087897139898,0.2018802562098981,0.2592295062232178,0.2832087897139898,0.7919952187101507,0.8129315735476421,0.0578178919152168,0.1871450667023213,0.2832087956906669,0.2018802591251261,0.2592295105671436,0.2832087956906669,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
